"Package","Item","Title","Rows","Cols","has_logical","has_binary","has_numeric","has_character","n_logical","n_binary","n_numeric","n_character","CSV","Doc"
"Ecdat","Benefits","Unemployment of Blue Collar Workers",4877,18,FALSE,TRUE,TRUE,TRUE,0,9,7,11,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Benefits.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Benefits.html'> DOC </a>"
"Ecdat","Bids","Bids Received By U.S. Firms",126,12,FALSE,TRUE,TRUE,TRUE,0,5,12,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Bids.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Bids.html'> DOC </a>"
"Ecdat","breaches","Cyber Security Breaches",1055,13,FALSE,FALSE,TRUE,TRUE,0,0,3,7,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/breaches.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/breaches.html'> DOC </a>"
"Ecdat","BudgetFood","Budget Share of Food for Spanish Households",23972,6,FALSE,TRUE,TRUE,TRUE,0,1,5,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/BudgetFood.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/BudgetFood.html'> DOC </a>"
"Ecdat","BudgetItaly","Budget Shares for Italian Households",1729,11,FALSE,FALSE,TRUE,TRUE,0,0,11,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/BudgetItaly.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/BudgetItaly.html'> DOC </a>"
"Ecdat","BudgetUK","Budget Shares of British Households",1519,10,FALSE,TRUE,TRUE,TRUE,0,1,10,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/BudgetUK.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/BudgetUK.html'> DOC </a>"
"Ecdat","Bwages","Wages in Belgium",1472,4,FALSE,FALSE,TRUE,TRUE,0,0,3,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Bwages.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Bwages.html'> DOC </a>"
"Ecdat","Capm","Stock Market Data",516,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Capm.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Capm.html'> DOC </a>"
"Ecdat","Car","Stated Preferences for Car Choice",4654,70,FALSE,TRUE,TRUE,TRUE,0,13,57,13,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Car.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Car.html'> DOC </a>"
"Ecdat","Caschool","The California Test Score Data Set",420,17,FALSE,TRUE,TRUE,TRUE,0,1,14,3,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Caschool.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Caschool.html'> DOC </a>"
"Ecdat","Catsup","Choice of Brand for Catsup",2798,14,FALSE,TRUE,TRUE,TRUE,0,8,13,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Catsup.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Catsup.html'> DOC </a>"
"Ecdat","Cigar","Cigarette Consumption",1380,9,FALSE,FALSE,TRUE,TRUE,0,0,9,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Cigar.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Cigar.html'> DOC </a>"
"Ecdat","Cigarette","The Cigarette Consumption Panel Data Set",528,9,FALSE,FALSE,TRUE,TRUE,0,0,8,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Cigarette.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Cigarette.html'> DOC </a>"
"Ecdat","Clothing","Sales Data of Men's Fashion Stores",400,13,FALSE,FALSE,TRUE,TRUE,0,0,13,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Clothing.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Clothing.html'> DOC </a>"
"Ecdat","Computers","Prices of Personal Computers",6259,10,FALSE,TRUE,TRUE,TRUE,0,3,7,3,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Computers.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Computers.html'> DOC </a>"
"Ecdat","Consumption","Quarterly Data on Consumption and Expenditure",200,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Consumption.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Consumption.html'> DOC </a>"
"Ecdat","CPSch3","Earnings from the Current Population Survey",11130,3,FALSE,TRUE,TRUE,TRUE,0,1,2,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/CPSch3.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/CPSch3.html'> DOC </a>"
"Ecdat","Cracker","Choice of Brand for Crakers",3292,14,FALSE,TRUE,TRUE,TRUE,0,8,13,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Cracker.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Cracker.html'> DOC </a>"
"Ecdat","CRANpackages","Growth of CRAN",29,4,FALSE,FALSE,TRUE,TRUE,0,0,1,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/CRANpackages.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/CRANpackages.html'> DOC </a>"
"Ecdat","Crime","Crime in North Carolina",630,24,FALSE,TRUE,TRUE,TRUE,0,1,22,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Crime.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Crime.html'> DOC </a>"
"Ecdat","CRSPday","Daily Returns from the CRSP Database",2528,7,FALSE,FALSE,TRUE,TRUE,0,0,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/CRSPday.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/CRSPday.html'> DOC </a>"
"Ecdat","CRSPmon","Monthly Returns from the CRSP Database",360,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/CRSPmon.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/CRSPmon.html'> DOC </a>"
"Ecdat","Diamond","Pricing the C's of Diamond Stones",308,5,FALSE,FALSE,TRUE,TRUE,0,0,2,3,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Diamond.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Diamond.html'> DOC </a>"
"Ecdat","DM","DM Dollar Exchange Rate",778,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/DM.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/DM.html'> DOC </a>"
"Ecdat","Doctor","Number of Doctor Visits",485,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Doctor.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Doctor.html'> DOC </a>"
"Ecdat","DoctorAUS","Doctor Visits in Australia",5190,15,FALSE,TRUE,TRUE,TRUE,0,1,13,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/DoctorAUS.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/DoctorAUS.html'> DOC </a>"
"Ecdat","DoctorContacts","Contacts With Medical Doctor",20186,15,TRUE,TRUE,TRUE,TRUE,1,5,9,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/DoctorContacts.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/DoctorContacts.html'> DOC </a>"
"Ecdat","Earnings","Earnings for Three Age Groups",4266,2,FALSE,FALSE,TRUE,TRUE,0,0,1,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Earnings.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Earnings.html'> DOC </a>"
"Ecdat","Electricity","Cost Function for Electricity Producers",158,8,FALSE,FALSE,TRUE,TRUE,0,0,8,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Electricity.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Electricity.html'> DOC </a>"
"Ecdat","Fair","Extramarital Affairs Data",601,9,FALSE,TRUE,TRUE,TRUE,0,2,7,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Fair.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Fair.html'> DOC </a>"
"Ecdat","Fatality","Drunk Driving Laws and Traffic Deaths",336,10,FALSE,TRUE,TRUE,TRUE,0,2,8,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Fatality.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Fatality.html'> DOC </a>"
"Ecdat","Fishing","Choice of Fishing Mode",1182,12,FALSE,FALSE,TRUE,TRUE,0,0,11,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Fishing.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Fishing.html'> DOC </a>"
"Ecdat","Forward","Exchange Rates of US Dollar Against Other Currencies",276,9,FALSE,FALSE,TRUE,TRUE,0,0,9,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Forward.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Forward.html'> DOC </a>"
"Ecdat","FriendFoe","Data from the Television Game Show Friend Or Foe ?",227,13,FALSE,TRUE,TRUE,TRUE,0,7,5,8,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/FriendFoe.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/FriendFoe.html'> DOC </a>"
"Ecdat","Garch","Daily Observations on Exchange Rates of the US Dollar Against Other Currencies",1867,8,FALSE,FALSE,TRUE,TRUE,0,0,7,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Garch.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Garch.html'> DOC </a>"
"Ecdat","Gasoline","Gasoline Consumption",342,6,FALSE,FALSE,TRUE,TRUE,0,0,5,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Gasoline.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Gasoline.html'> DOC </a>"
"Ecdat","Griliches","Wage Datas",758,20,FALSE,TRUE,TRUE,TRUE,0,6,14,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Griliches.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Griliches.html'> DOC </a>"
"Ecdat","Grunfeld","Grunfeld Investment Data",200,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Grunfeld.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Grunfeld.html'> DOC </a>"
"Ecdat","HC","Heating and Cooling System Choice in Newly Built Houses in California",250,18,FALSE,FALSE,TRUE,TRUE,0,0,17,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/HC.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/HC.html'> DOC </a>"
"Ecdat","Hdma","The Boston HMDA Data Set",2381,13,FALSE,TRUE,TRUE,TRUE,0,7,7,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Hdma.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Hdma.html'> DOC </a>"
"Ecdat","Heating","Heating System Choice in California Houses",900,21,FALSE,FALSE,TRUE,TRUE,0,0,19,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Heating.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Heating.html'> DOC </a>"
"Ecdat","Hedonic","Hedonic Prices of Census Tracts in Boston",506,15,FALSE,TRUE,TRUE,TRUE,0,1,14,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Hedonic.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Hedonic.html'> DOC </a>"
"Ecdat","HHSCyberSecurityBreaches","Cybersecurity breaches reported to the US Department of Health and Human Services",1151,9,TRUE,TRUE,TRUE,TRUE,1,1,1,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/HHSCyberSecurityBreaches.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/HHSCyberSecurityBreaches.html'> DOC </a>"
"Ecdat","HI","Health Insurance and Hours Worked By Wives",22272,13,FALSE,TRUE,TRUE,TRUE,0,4,6,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/HI.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/HI.html'> DOC </a>"
"Ecdat","Hmda","The Boston HMDA Data Set",2381,13,FALSE,TRUE,TRUE,TRUE,0,7,7,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Hmda.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Hmda.html'> DOC </a>"
"Ecdat","Housing","Sales Prices of Houses in the City of Windsor",546,12,FALSE,TRUE,TRUE,TRUE,0,6,6,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Housing.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Housing.html'> DOC </a>"
"Ecdat","Hstarts","Housing Starts",168,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Hstarts.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Hstarts.html'> DOC </a>"
"Ecdat","Icecream","Ice Cream Consumption",30,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Icecream.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Icecream.html'> DOC </a>"
"Ecdat","incidents.byCountryYr","Global Terrorism Database yearly summaries",9270,3,FALSE,FALSE,TRUE,TRUE,0,0,1,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/incidents.byCountryYr.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/incidents.byCountryYr.html'> DOC </a>"
"Ecdat","incomeInequality","Income Inequality in the US",66,22,FALSE,FALSE,TRUE,TRUE,0,0,22,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/incomeInequality.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/incomeInequality.html'> DOC </a>"
"Ecdat","IncomeUK","Seasonally Unadjusted Quarterly Data on Disposable Income and Expenditure",58,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/IncomeUK.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/IncomeUK.html'> DOC </a>"
"Ecdat","Irates","Monthly Interest Rates",531,10,FALSE,FALSE,TRUE,TRUE,0,0,10,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Irates.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Irates.html'> DOC </a>"
"Ecdat","Journals","Economic Journals Dat Set",180,10,FALSE,TRUE,TRUE,TRUE,0,1,6,4,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Journals.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Journals.html'> DOC </a>"
"Ecdat","Kakadu","Willingness to Pay for the Preservation of the Kakadu National Park",1827,22,FALSE,TRUE,TRUE,TRUE,0,5,16,5,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Kakadu.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Kakadu.html'> DOC </a>"
"Ecdat","Ketchup","Choice of Brand for Ketchup",4956,7,FALSE,FALSE,TRUE,TRUE,0,0,6,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Ketchup.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Ketchup.html'> DOC </a>"
"Ecdat","Klein","Klein's Model I",22,9,FALSE,FALSE,TRUE,TRUE,0,0,9,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Klein.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Klein.html'> DOC </a>"
"Ecdat","LaborSupply","Wages and Hours Worked",5320,7,FALSE,TRUE,TRUE,TRUE,0,1,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/LaborSupply.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/LaborSupply.html'> DOC </a>"
"Ecdat","Labour","Belgian Firms",569,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Labour.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Labour.html'> DOC </a>"
"Ecdat","Longley","The Longley Data",16,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Longley.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Longley.html'> DOC </a>"
"Ecdat","LT","Dollar Sterling Exchange Rate",200,3,FALSE,FALSE,TRUE,TRUE,0,0,3,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/LT.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/LT.html'> DOC </a>"
"Ecdat","Macrodat","Macroeconomic Time Series for the United States",168,7,FALSE,FALSE,TRUE,TRUE,0,0,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Macrodat.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Macrodat.html'> DOC </a>"
"Ecdat","Males","Wages and Education of Young Males",4360,12,FALSE,TRUE,TRUE,TRUE,0,3,5,7,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Males.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Males.html'> DOC </a>"
"Ecdat","ManufCost","Manufacturing Costs",25,9,FALSE,FALSE,TRUE,TRUE,0,0,9,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/ManufCost.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/ManufCost.html'> DOC </a>"
"Ecdat","Mathlevel","Level of Calculus Attained for Students Taking Advanced Micro-economics",609,8,FALSE,TRUE,TRUE,TRUE,0,2,4,3,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mathlevel.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Mathlevel.html'> DOC </a>"
"Ecdat","MCAS","The Massachusetts Test Score Data Set",220,17,FALSE,FALSE,TRUE,TRUE,0,0,15,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MCAS.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/MCAS.html'> DOC </a>"
"Ecdat","MedExp","Structure of Demand for Medical Care",5574,15,FALSE,TRUE,TRUE,TRUE,0,5,9,6,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MedExp.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/MedExp.html'> DOC </a>"
"Ecdat","Metal","Production for SIC 33",27,3,FALSE,FALSE,TRUE,TRUE,0,0,3,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Metal.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Metal.html'> DOC </a>"
"Ecdat","Mishkin","Inflation and Interest Rates",491,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mishkin.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Mishkin.html'> DOC </a>"
"Ecdat","Mode","Mode Choice",453,9,FALSE,FALSE,TRUE,TRUE,0,0,8,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mode.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Mode.html'> DOC </a>"
"Ecdat","ModeChoice","Data to Study Travel Mode Choice",840,7,FALSE,TRUE,TRUE,TRUE,0,1,7,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/ModeChoice.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/ModeChoice.html'> DOC </a>"
"Ecdat","Mofa","International Expansion of U.S. Mofa's (majority-owned Foreign Affiliates in Fire (finance, Insurance and Real Estate)",50,5,FALSE,FALSE,TRUE,TRUE,0,0,4,1,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mofa.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Mofa.html'> DOC </a>"
"Ecdat","Money","Money, GDP and Interest Rate in Canada",128,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Money.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Money.html'> DOC </a>"
"Ecdat","MoneyUS","Macroeconomic Series for the United States",164,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MoneyUS.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/MoneyUS.html'> DOC </a>"
"Ecdat","Mpyr","Money, National Product and Interest Rate",90,4,FALSE,FALSE,TRUE,TRUE,0,0,4,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mpyr.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Mpyr.html'> DOC </a>"
"Ecdat","Mroz","Labor Supply Data",753,18,FALSE,TRUE,TRUE,TRUE,0,2,16,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Mroz.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Mroz.html'> DOC </a>"
"Ecdat","MunExp","Municipal Expenditure Data",2385,5,FALSE,FALSE,TRUE,TRUE,0,0,5,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MunExp.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/MunExp.html'> DOC </a>"
"Ecdat","MW","Growth of Disposable Income and Treasury Bill Rate",50,2,FALSE,FALSE,TRUE,TRUE,0,0,2,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/MW.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/MW.html'> DOC </a>"
"Ecdat","NaturalPark","Willingness to Pay for the Preservation of the Alentejo Natural Park",312,7,FALSE,TRUE,TRUE,TRUE,0,1,5,2,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/NaturalPark.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/NaturalPark.html'> DOC </a>"
"Ecdat","Nerlove","Cost Function for Electricity Producers, 1955",159,8,FALSE,FALSE,TRUE,TRUE,0,0,8,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/Nerlove.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/Nerlove.html'> DOC </a>"
"Ecdat","nkill.byCountryYr","Global Terrorism Database yearly summaries",206,45,FALSE,FALSE,TRUE,TRUE,0,0,45,0,"<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ecdat/nkill.byCountryYr.csv'> CSV </a>","<a href='https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ecdat/nkill.byCountryYr.html'> DOC </a>"
